noise_sd_pct,true_case_index,repeat_index,direction_index,feasibility_ratio_pct,optimality_ratio_pct,feasibility_success,optimality_success
0.0,8,1,2,0.000613303038219016,2.5228149907275776,1,1
0.0,8,1,3,0.0003073450127577015,1.7925794434381286,1,1
0.0,8,1,4,0.000848921712473597,2.257841404414874,1,1
0.0,8,1,5,0.0007422245247670847,2.254678455536829,1,1
0.0,8,1,6,0.0005760031263720925,2.5204714946417033,1,1
0.0,8,1,7,0.0008489210801389685,2.2185532747672947,1,1
0.0,8,1,8,0.0003073450565410984,1.862574035154491,1,1
0.0,8,1,9,0.0003563108193913287,1.8162993371604204,1,1
0.0,8,2,0,0.0007422244789293412,2.684172105008378,1,1
0.0,8,2,1,0.00031549887512490363,1.8328746270957474,1,1
0.0,8,2,2,0.0007422244636829798,2.3312990309529735,1,1
0.0,8,2,3,0.00030734505657790067,1.6339487516956865,1,1
0.0,8,2,4,0.0008489210063941274,2.1025461133185597,1,1
0.0,8,2,5,0.0008489409948906043,1.992261850511909,1,1
0.0,8,2,6,0.0003107317039583393,1.8640685016660237,1,1
0.0,8,2,7,0.0007422242969860252,2.356291490985022,1,1
0.0,8,2,8,0.0007422244858365588,2.043320916812055,1,1
0.0,8,2,9,0.00031549887512490363,1.8298299436656882,1,1
0.0,9,0,0,0.0014586169503620233,1.3099339136336843,1,1
0.0,9,0,1,0.0010341636752805253,1.9678585717892074,1,1
0.0,9,0,2,0.0003446293316192295,1.9056267283982404,1,1
0.0,9,0,3,0.0007745832250521391,2.575375312174215,1,1
0.0,9,0,4,0.0003558975708730418,2.91482532172841,1,1
0.0,9,0,5,0.0003558975734117914,2.890316243452206,1,1
0.0,9,0,6,0.0013026456484125362,1.4873128629197974,1,1
0.0,9,0,7,0.000774582737590129,2.595173249278473,1,1
0.0,9,0,8,0.0013026456493048805,1.4623760811302522,1,1
0.0,9,0,9,0.0007364280845918454,2.6670153446040645,1,1
0.0,9,1,0,0.0010341636306386627,1.7408630115449613,1,1
0.0,9,1,1,0.0013026456505796516,1.4801422797967534,1,1
0.0,9,1,2,0.0013026456517841588,1.4635309905214906,1,1
0.0,9,1,3,0.0011754621595516258,1.6705410719893419,1,1
0.0,9,1,4,0.0003446293315936262,1.9430432531840778,1,1
0.0,9,1,5,0.0007364284021270542,2.4992668095682276,1,1
0.0,9,1,6,0.0007364287020574206,2.687891464273678,1,1
0.0,9,1,7,0.0010341636375863705,2.032872777732244,1,1
0.0,9,1,8,0.0013026456476165195,1.532255749869876,1,1
0.0,9,1,9,0.0011754621597053045,1.7045078272810414,1,1
0.0,9,2,0,0.0007364136894848027,2.6320340260238906,1,1
0.0,9,2,1,0.001175462159317412,1.950972145202234,1,1
0.0,9,2,2,0.001302645755344033,1.4845408878078015,1,1
0.0,9,2,3,0.0013026456519244609,1.5806756223891036,1,1
0.0,9,2,4,0.0007364287397533608,2.4872401790194814,1,1
0.0,9,2,5,0.001175462159299763,1.6860205862332354,1,1
0.0,9,2,6,0.001458617023393211,1.3849282726959136,1,1
0.0,9,2,7,0.0010341643114550115,1.9296300065302066,1,1
0.0,9,2,8,0.0007745831389837296,2.4394155031978513,1,1
0.0,9,2,9,0.0014586168972953652,1.4873857797543395,1,1
0.0,10,0,0,0.000734513524136663,2.05194668166301,1,1
0.0,10,0,1,0.0008618624498180876,2.8817409621357974,1,1
0.0,10,0,2,0.0008618621787929787,2.848969652557974,1,1
0.0,10,0,3,0.0007719703003511187,2.2115891811286197,1,1
0.0,10,0,4,0.0008618612558666061,2.7566799746290878,1,1
0.0,10,0,5,0.0006817134885252626,2.464890345432761,1,1
0.0,10,0,6,0.0007719792705959039,2.199432653661023,1,1
0.0,10,0,7,0.0009208079873413199,2.0615107525552556,1,1
0.0,10,0,8,0.0007667676428125801,2.0020958093475087,1,1
0.0,10,0,9,0.0007667694066531124,2.197407449422158,1,1
0.0,10,1,0,0.0008618599202534593,2.976074268076872,1,1
0.0,10,1,1,0.0008618627674498548,2.497080255569069,1,1
0.0,10,1,2,0.0008618624817862956,2.3267959981082704,1,1
0.0,10,1,3,0.0007719684060627085,2.428142049102555,1,1
0.0,10,1,4,0.0006816975634435957,2.4960055511246093,1,1
0.0,10,1,5,0.0013115611066791767,1.3907777699899382,1,1
0.0,10,1,6,0.0006817131803960163,2.272404113594177,1,1
0.0,10,1,7,0.000734513524072132,1.661532353383828,1,1
0.0,10,1,8,0.0006817134261309124,2.4649643640474186,1,1
0.0,10,1,9,0.0008618597823989207,2.2407508884085208,1,1
0.0,10,2,0,0.0008345570121010319,2.0676247379633246,1,1
0.0,10,2,1,0.0008618630623308264,2.2334059282180285,1,1
0.0,10,2,2,0.0013115611040031736,1.3799370380989362,1,1
0.0,10,2,3,0.001279624866017446,1.985124423063708,1,1
0.0,10,2,4,0.0007345135239503713,2.0289365818312857,1,1
0.0,10,2,5,0.0007719794147828509,2.240038240926386,1,1
0.0,10,2,6,0.0008618622010299931,2.8092347573636545,1,1
0.0,10,2,7,0.0006817134890831852,2.4241407362949317,1,1
0.0,10,2,8,0.00086185972967798,2.8563600650570935,1,1
0.0,10,2,9,0.0009207890661767946,2.1153744884945858,1,1
0.0,11,0,0,0.0011916516167940182,1.5645161780318921,1,1
0.0,11,0,1,0.0011916516163226916,1.5580154968953832,1,1
0.0,11,0,2,0.0006373278483242043,2.4993094629771484,1,1
0.0,11,0,3,0.0007679917047285526,2.072504549078821,1,1
0.0,11,0,4,0.0011380968542616776,1.6523507350647348,1,1
0.0,11,0,5,0.0008212704992953376,2.1929920412757666,1,1
0.0,11,0,6,0.0007679916229936436,2.11993470368259,1,1
0.0,11,0,7,0.001191652805292799,1.557883118881626,1,1
0.0,11,0,8,0.0008212701734094888,2.1853318932707166,1,1
0.0,11,0,9,0.0008212703194264626,2.163986717942306,1,1
0.0,11,1,0,0.0010574913969111231,2.907435201097807,1,1
0.0,11,1,1,0.001053790295851445,1.6753054876237892,1,1
0.0,11,1,2,0.0011916516168842624,1.679150496998162,1,1
0.0,11,1,3,0.0010574908879743198,2.1425280301981666,1,1
0.0,11,1,4,0.0008616088226147652,1.8151905866468199,1,1
0.0,11,1,5,0.0002667567787430629,2.9724514194934657,1,1
0.0,11,1,6,0.0008212715769624022,2.2003715993827297,1,1
0.0,11,1,7,0.0011380968550342807,1.673584624386494,1,1
0.0,11,1,8,0.0010574913566001323,2.1473335118533825,1,1
